property_name,areaWithType,square_feet,transaction,status,floor,furnishing,facing,description,price_per_sqft,price,row_id,row_num,sqft_numeric,sale_price,price_per_sqft_numeric
"2 BHK Apartment for Sale in Samruddhi Apartment, Chauta Bazar Surat","Carpet Area","750 sqft","New Property","Ready to Move","2 out of 5",Semi-Furnished,East,NULL,"₹2,435 per sqft ","₹28 Lac ",424,1,750.00,2800000,2435
"2 BHK Apartment for Sale in Samruddhi Apartment, Gopi Pura Surat","Carpet Area","855 sqft",Resale,"Ready to Move","3 out of 4",Semi-Furnished,West,"Low Rise building","₹2,527 per sqft ","₹30 Lac ",313,1,855.00,3000000,2527
"2 BHK Apartment for Sale in sanctum Surat","Super Area","1340 sqft",Resale,"Ready to Move","1 out of 14",Semi-Furnished,East,"new construction","₹4,179 per sqft ","₹56 Lac ",1499,1,1340.00,5600000,4179
"2 BHK Apartment for Sale in Sangini Gardenia, Jahangirabad Surat","Carpet Area","1240 sqft",Resale,"Ready to Move","5 out of 8",Semi-Furnished,East,"A multistorey apartment is available for sale. It is a good location. Please contact for more details.Read more",NULL,"₹53 Lac ",2425,1,1240.00,5300000,NULL
"2 BHK Apartment for Sale in Sangini Gardenia, Jahangirabad Surat","Carpet Area","1240 sqft",Resale,"Ready to Move","6 out of 9",Semi-Furnished,NULL,"Multistorey apartment is available for sale. It carpet area of 1240 sq-ft, it is a good location property. Please contact for more details.Read more",NULL,"₹53 Lac ",2747,1,1240.00,5300000,NULL
"2 BHK Apartment for Sale in Sangini Swaraj, Jahangir Pura Surat","Carpet Area","1135 sqft",Resale,"Ready to Move","1 out of 13",Semi-Furnished,East,"Multistorey apartment is available for sale. It is a good location property. Please contact for more details.Read more",NULL,"₹35 Lac ",1891,1,1135.00,3500000,NULL
"2 BHK Apartment for Sale in Sangini Swaraj, Jahangir Pura Surat","Super Area","1050 sqft",Resale,"Ready to Move","6 out of 12",Unfurnished,East,"1 BHK Flat For Sell In Jahangirabad Area With All Aminities .","₹3,333 per sqft ","₹35 Lac ",1274,1,1050.00,3500000,3333
"2 BHK Apartment for Sale in Sangini Swaraj, Jahangir Pura Surat","Super Area","1050 sqft",Resale,"Ready to Move","8 out of 12",Unfurnished,East,"Corner flat, higher floor, city view and fully vast compliant","₹3,714 per sqft ","₹39 Lac ",229,1,1050.00,3900000,3714
"2 BHK Apartment for Sale in Sangini Swaraj, Jahangir Pura Surat","Super Area","1251 sqft",Resale,"Ready to Move","8 out of 12",Furnished,East,"2 BHK Luxurious Flat For Sell In Palanpur Prime Area With All AMinities .Dining Table , TV , AC , Fridge , Washing Machine , 2 Bed , 1 Kabat All Available .Read more","₹2,839 per sqft ","₹35.5 Lac ",1471,1,1251.00,3550000,2839
"2 BHK Apartment for Sale in Sangrampura Surat","Carpet Area","850 sqft",Resale,"Ready to Move","4 out of 5",Unfurnished,NULL,"Multistorey apartment is available for sale. It covered area of 1250 sq-ft, it is a good location property. Please contact for more details.Read more",NULL,"Call for Price",972,1,850.00,NULL,NULL
"2 BHK Apartment for Sale in Saniya Hemad Surat","Super Area","1095 sqft",Resale,"Ready to Move","8 out of 13",Semi-Furnished,NULL,NULL,NULL,"Call for Price",963,1,1095.00,NULL,NULL
"2 BHK Apartment for Sale in Sankheswar complex, Adajan Patiya Surat","Super Area","975 sqft",Resale,"Ready to Move","7 out of 9",Semi-Furnished,East,NULL,"₹2,871 per sqft ","₹28 Lac ",535,1,975.00,2800000,2871
"2 BHK Apartment for Sale in Santvan Lexon, Palanpur Surat","Super Area","1320 sqft",Resale,"Poss. by Dec '25","20 out of 21",Unfurnished,NULL,"2 BHK, Multistorey Apartment is available for Sale in Palanpur, Surat for 55.0 Lac(s)Read more","₹4,167 per sqft ","₹55 Lac ",1526,1,1320.00,5500000,4167
"2 BHK Apartment for Sale in Santvan Newon, Palanpur Surat","Carpet Area","813 sqft","New Property","Ready to Move","10 out of 13",Unfurnished,East,"this is 2 bhk flat.its big size 2 bhk flat. unfurnished newly constructed.Read more","₹4,157 per sqft ","₹52 Lac ",1610,1,813.00,5200000,4157
"2 BHK Apartment for Sale in Santvan Newon, Palanpur Surat","Carpet Area","950 sqft",Resale,"Ready to Move","14 out of 14",Unfurnished,South-West,"2bhk flate in palanpore best property in pal palanpore fully luxurious amenities good propertyRead more","₹4,038 per sqft ","₹50.5 Lac ",2727,1,950.00,5050000,4038
"2 BHK Apartment for Sale in Santvan Newon, Palanpur Surat","Super Area","1251 sqft","New Property","Ready to Move","7 out of 14",Unfurnished,East,"This newly constructed 2 BHK flat features modern upgrades, including wood tiles and a POP ceiling, adding to its contemporary charm. The building is renowned for its quality workmanship, ensuring durability and reliability. Additionally, it offers advanced security features such as digital fingerprint locks and video doorbells, providing residents with peace of mind. Enjoy the comfort and convenience of this wellappointed residence in a meticulously crafted building.Read more","₹4,556 per sqft ","₹57 Lac ",2856,1,1251.00,5700000,4556
"2 BHK Apartment for Sale in Santvan Newon, Palanpur Surat","Super Area","1251 sqft","New Property","Ready to Move","8 out of 14",Unfurnished,East,"2 BHK Luxurious Flat For Sale In Palanpur Area With All Luxurious Facilities .Read more","₹4,077 per sqft ","₹51 Lac ",2816,1,1251.00,5100000,4077
"2 BHK Apartment for Sale in Santvan Newon, Palanpur Surat","Super Area","1251 sqft",Resale,"Ready to Move","10 out of 14",Unfurnished,East,"this is 2 bhk semi furnished Flat. bed,wardrobe, Kitchen cupboards  light, fan.Read more","₹4,157 per sqft ","₹52 Lac ",2093,1,1251.00,5200000,4157
"2 BHK Apartment for Sale in Santvan Newon, Palanpur Surat","Super Area","1251 sqft",Resale,"Ready to Move","5 out of 13",Semi-Furnished,South-West,"2BHK Luxurious Flat For Sell In Palanpur Prime Area with New Construction.for amore details please contact.Read more","₹4,556 per sqft ","₹57 Lac ",2255,1,1251.00,5700000,4556
"2 BHK Apartment for Sale in Santvan Skyon, Palanpur Surat","Carpet Area","1173 sqft",Resale,"Ready to Move","14 out of 14",Unfurnished,East,"good quality materials use builder good parson society members","₹4,007 per sqft ","₹47 Lac ",857,1,1173.00,4700000,4007
"2 BHK Apartment for Sale in Santvan Skyon, Palanpur Surat","Super Area","1173 sqft","New Property","Ready to Move","5 out of 13",Furnished,East,"2 BHK Fully Furnished Flat For Sale In Palanpur Area With Brand New Construction.Read more","₹4,689 per sqft ","₹55 Lac ",2661,1,1173.00,5500000,4689
"2 BHK Apartment for Sale in Santvan Skyon, Palanpur Surat","Super Area","1173 sqft",Resale,"Ready to Move","13 out of 14",Furnished,East,"This beautiful 2 bhk flat in palanpur, surat is situated in santvan skyon, one of the popular residential society in surat. The flat is facing the east direction. The flat is over 1173 sq.Ft. Super built up area and comes with 2 bedrooms, 2 bathrooms and 1 balcony. This flat lies on the 13th level of a 14 storey building. As the project is already ready to move, so you can easily move into this 15 years old property. The flat comes well built with vitrified flooring options. This residential property is situated near close to metro station and close to school.Read more","₹4,092 per sqft ","₹48 Lac ",1414,1,1173.00,4800000,4092
"2 BHK Apartment for Sale in Saradar Complex, Adajan Surat","Carpet Area","660 sqft",Resale,"Ready to Move","4 out of 4",Furnished,NULL,NULL,"₹2,787 per sqft ","₹24 Lac ",808,1,660.00,2400000,2787
"2 BHK Apartment for Sale in Sardar Complex behind Sarswati School Surat","Carpet Area","680 sqft",Resale,"Ready to Move","4 out of 4",Semi-Furnished,North,NULL,"₹2,671 per sqft ","₹23 Lac ",633,1,680.00,2300000,2671
"2 BHK Apartment for Sale in sarjan residency, katargam Surat","Super Area","1050 sqft",Resale,"Ready to Move","2 out of 5",Furnished,NULL,NULL,"₹3,714 per sqft ","₹39 Lac ",485,1,1050.00,3900000,3714
"2 BHK Apartment for Sale in Saroli Surat","Super Area","1250 sqft",NULL,NULL,NULL,NULL,NULL,NULL,"₹3,600 per sqft ","₹45 Lac ",736,1,1250.00,4500000,3600
"2 BHK Apartment for Sale in Saroli Surat","Super Area","1284 sqft",Resale,"Ready to Move","2 out of 13",Semi-Furnished,NULL,NULL,"₹2,336 per sqft ","₹30 Lac ",432,1,1284.00,3000000,2336
"2 BHK Apartment for Sale in Sarthana Jakat Naka Surat","Super Area","900 sqft",Resale,"Ready to Move","3 out of 14",Unfurnished,NULL,NULL,"₹4,000 per sqft ","₹36 Lac ",538,1,900.00,3600000,4000
"2 BHK Apartment for Sale in Savani Prayosha Pride, Dindoli Surat","Carpet Area","980 sqft",Resale,"Ready to Move","2 out of 7",Unfurnished,NULL,"Multistorey apartment is available for sale. It is a good location property. Please contact for more details.Read more",NULL,"₹28 Lac ",444,1,980.00,2800000,NULL
"2 BHK Apartment for Sale in Sayan Surat","Super Area","1000 sqft",Resale,"Ready to Move","1 out of 5",Unfurnished,NULL,"property is in a good locality",NULL,"Call for Price",1065,1,1000.00,NULL,NULL
"2 BHK Apartment for Sale in Shagun Avenue, Parvat Patiya Surat","Super Area","1155 sqft",Resale,"Ready to Move","6 out of 13",Unfurnished,West,NULL,"₹3,500 per sqft ","₹40.4 Lac ",482,1,1155.00,4040000,3500
"2 BHK Apartment for Sale in Shagun Residency, Jahangir Pura Surat","Carpet Area","1200 sqft",Resale,"Ready to Move","2 out of 14",Unfurnished,East,NULL,NULL,"₹35 Lac ",1227,1,1200.00,3500000,NULL
"2 BHK Apartment for Sale in Shagun Residency, Jahangir Pura Surat","Super Area","1228 sqft",Resale,"Ready to Move","2 out of 5",Semi-Furnished,East,"Unlock the charm of harmonious living with this 2 BHK flat for sale at Shagun Residency, Jahangir Pura, Surat. Featuring a construction age of 5 to 10 years, Vaastu compliance, and an east-facing orientation, this property promises a blend of modern comforts and traditional principles.::::::Property Specifications ::::::Step into luxury with this spacious 2 BHK flat spanning 1228 sqft, located on the 2nd floor of a 5-story building. The property features a semi-furnished layout, offering a comfortable and stylish living experience.::::::The flat includes 2 bedrooms with 1 attached bathroom and 1 common bathroom, both featuring Western fittings and equipped with geysers for hot water supply. Enjoy the scenic views from the attached balcony, overlooking the society's surroundings, perfect for relaxation and unwinding.::::::The flat boasts a separate living and dining area, providing ample space for entertainment and gatherings. The modern kitchen is equipped with a chimney, piped gas connection, and a utility area attached, ensuring convenience and functionality. Elegant vitrified tiles adorn the flooring, adding a touch of sophistication to the interiors.::::::Facilities ::::::Covered parking facilities are available for residents, ensuring the safety of vehicles. Enjoy 24-hour water supply from both borewell and corporation sources, along with a 100% power backup facility for uninterrupted living. The property is secured with the presence of a security guard, CCTV surveillance, and one lift for easy accessibility.::::::Locality ::::::Nestled in a serene and developed area, this neighborhood opposite Asaram Bapu Ashram bus stand on the main road. Within a 2 km radius, residents have access to schools for education and a river nearby. Healthcare needs are easily met with hospitals located within the same distance. ::::::For shopping and entertainment, malls, supermarkets, and a cinema theatre are conveniently situated within 2 km. Public transport options, including buses and autos, are readily available, making commuting hassle-free for residents. Banking facilities and ATMs are close by, offering convenient financial services to the residents. While the railway station is located 8 to 10 km away, it provides connectivity to other parts of the city and beyond, adding to the accessibility and convenience of the locality.::Read more","₹2,850 per sqft ","₹35 Lac ",858,1,1228.00,3500000,2850
"2 BHK Apartment for Sale in Shakuntal Complex, Adajan Surat","Super Area","1021 sqft",Resale,"Ready to Move","7 out of 8",Unfurnished,NULL,NULL,"₹3,918 per sqft ","₹40 Lac ",724,1,1021.00,4000000,3918
"2 BHK Apartment for Sale in SHANKHESHWER COMPLAX, Kailash Nagar Surat","Super Area","975 sqft",Resale,"Ready to Move","1 out of 1",Unfurnished,NULL,NULL,"₹2,554 per sqft ","₹24.9 Lac ",479,1,975.00,2490000,2554
"2 BHK Apartment for Sale in Shardhaa Surat","Carpet Area","1100 sqft",Resale,"Ready to Move","2 out of 5",Furnished,East,"Multistorey apartment is available for sale. Nice campus location, CCTV allow, garden space allow.Read more",NULL,"₹40 Lac ",46,1,1100.00,4000000,NULL
"2 BHK Apartment for Sale in Shastri Nagar Surat","Carpet Area","700 sqft",Resale,"Ready to Move","2 out of 2",Unfurnished,East,"near to metro and mall",NULL,"Call for Price",976,1,700.00,NULL,NULL
"2 BHK Apartment for Sale in Shayona Janki Residency, Jahangirabad Surat","Carpet Area","915 sqft",Resale,"Ready to Move","2 out of 5",Furnished,NULL,NULL,"₹5,355 per sqft ","₹49 Lac ",460,1,915.00,4900000,5355
"2 BHK Apartment for Sale in Shikhar Heights, Althan Surat","Carpet Area","750 sqft",Resale,"Ready to Move","11 out of 13",Unfurnished,North-East,"Altra Luxurious 2 Bhk Flat For Sell In Althan","₹4,480 per sqft ","₹56 Lac ",2817,1,750.00,5600000,4480
"2 BHK Apartment for Sale in Shilalekh Imperia, Pal Surat","Carpet Area","706 sqft","New Property","Poss. by Sep '25","9 out of 13",Unfurnished,East,"Shilalekh Imperia is elegantly landscaped to give you a lively feel of warmth of the glaming afternoon sun and the cool breeze of the evening along with a comfortable pavemenet for morning and evening strolls.Amidst lush green legacies of nature and where hear your mind think lies Shilalekh Imperia. Nothing short of picturesque beauty and dream capes.Wide open spaces, treedotted plains and flowerfilled meadows help you ease away your stressful day. Which is why, we have taken care of your each little need and endeavored to bring you a relaxed living.Read more","₹4,551 per sqft ","₹58.5 Lac ",2987,1,706.00,5850000,4551
"2 BHK Apartment for Sale in Shilalekh Imperia, Pal Surat","Super Area","1283 sqft","New Property","Poss. by Apr '25","6 out of 13",Unfurnished,South-West,"2 And 3 BHK Luxurious Flat For Sell In Pal Prime Area WIth All Aminities.Read more","₹4,551 per sqft ","₹58.4 Lac ",2242,1,1283.00,5840000,4551
"2 BHK Apartment for Sale in Shiv Digja, Pal Surat","Carpet Area","700 sqft",Resale,"Ready to Move","10 out of 15",Semi-Furnished,East,"2 BHK Flat For Sell In Pal Area.","₹4,476 per sqft ","₹56 Lac ",2988,1,700.00,5600000,4476
"2 BHK Apartment for Sale in Shiv Digja, Pal Surat","Carpet Area","711 sqft",Resale,"Ready to Move","6 out of 14",Furnished,East,NULL,"₹4,382 per sqft ","₹55 Lac ",2914,1,711.00,5500000,4382
"2 BHK Apartment for Sale in Shiv Digja, Pal Surat","Super Area","1251 sqft",Resale,"Ready to Move","13 out of 15",Semi-Furnished,South-West,NULL,"₹4,597 per sqft ","₹57.5 Lac ",2339,1,1251.00,5750000,4597
"2 BHK Apartment for Sale in Shiv Residency, Vesu Canal Road Surat","Carpet Area","943 sqft",Resale,"Ready to Move","2 out of 12",Unfurnished,North-East,"Luxurious 2 Bhk Flat For Sell In Vesu","₹4,110 per sqft ","₹59.6 Lac ",2937,1,943.00,5960000,4110
"2 BHK Apartment for Sale in Shiv Samarth 1, Pal Gam Surat","Carpet Area","900 sqft",Resale,"Ready to Move","9 out of 19",Unfurnished,South-West,"2bhk flate in pal fully luxurious amenities good property in pal canl main road touch property best for investment property marketRead more","₹4,034 per sqft ","₹46.5 Lac ",1915,1,900.00,4650000,4034
"2 BHK Apartment for Sale in Shiv Samarth 1, Pal Gam Surat","Super Area","1127 sqft","New Property","Ready to Move","10 out of 19",Unfurnished,East,NULL,"₹3,683 per sqft ","₹41.5 Lac ",1238,1,1127.00,4150000,3683
"2 BHK Apartment for Sale in Shiv Samarth 1, Pal Gam Surat","Super Area","1127 sqft","New Property","Ready to Move","6 out of 19",Unfurnished,East,"2 BHK Luxurious Flat For Sale In Pal Area With Top High Rise Building In Pal Area.Total 19 Floor Building ,2 and 3 BHK AvailableRead more","₹3,700 per sqft ","₹41.7 Lac ",1277,1,1127.00,4170000,3700
"2 BHK Apartment for Sale in Shiv Samarth 1, Pal Gam Surat","Super Area","1127 sqft","New Property","Ready to Move","6 out of 19",Unfurnished,East,"This affordable 2 BHK flat is situated along a 200foot road, ensuring easy access and connectivity. Enjoy the convenience of a prime location at a budgetfriendly price.Read more","₹3,851 per sqft ","₹43.4 Lac ",1825,1,1127.00,4340000,3851
"2 BHK Apartment for Sale in Shiv Samarth 1, Pal Gam Surat","Super Area","1127 sqft",Resale,"Poss. by Jul '24","15 out of 19",Unfurnished,East,"A 2bhk flat for sale in Shiv samarth, a luxurious high rise apartment, the building has the facilities available like garden , children play area, sitting area, well designed building reception, 3 automatic auto door lifts etcRead more","₹3,914 per sqft ","₹44.1 Lac ",1178,1,1127.00,4410000,3914
"2 BHK Apartment for Sale in Shiv Samarth 1, Pal Gam Surat","Super Area","1127 sqft",Resale,"Poss. by Jul '24","4 out of 19",Unfurnished,East,"A 2bhk flat available at a very attractive price in a prime location of pal, a brand new luxurious high rise apartment, with the facilities available like garden, children play area, sitting area, well designed building reception etcRead more","₹3,949 per sqft ","₹44.5 Lac ",1108,1,1127.00,4450000,3949
"2 BHK Apartment for Sale in Shiv Samarth 1, Pal Gam Surat","Super Area","1127 sqft",Resale,"Ready to Move","16 out of 19",Unfurnished,East,NULL,"₹4,259 per sqft ","₹48 Lac ",270,1,1127.00,4800000,4259
"2 BHK Apartment for Sale in Shiv Samarth 1, Pal Gam Surat","Super Area","1127 sqft",Resale,"Ready to Move","16 out of 19",Unfurnished,East,"A 2 bhk spacious brand new flat in a luxurious high rise apartment near gaurav path road at palRead more","₹3,993 per sqft ","₹45 Lac ",1384,1,1127.00,4500000,3993
"2 BHK Apartment for Sale in Shiv Samarth 1, Pal Gam Surat","Super Area","1127 sqft",Resale,"Ready to Move","18 out of 19",Unfurnished,East,"A 2bhk spacious flat for sale in a brand new luxurious high rise apartment at pal. contact us for best priceRead more","₹3,985 per sqft ","₹44.9 Lac ",1385,1,1127.00,4490000,3985
"2 BHK Apartment for Sale in Shiv Shrungal Homes, Althan Surat","Carpet Area","1144 sqft",Resale,"Ready to Move","5 out of 5",Semi-Furnished,West,"Multistorey apartment is available for sale. It is a good location property. Please contact for more details.Read more",NULL,"₹52 Lac ",1875,1,1144.00,5200000,NULL
"2 BHK Apartment for Sale in Shiv Shrungal Solitaire, VIP Road Surat","Carpet Area","1220 sqft",Resale,"Ready to Move","9 out of 14",Unfurnished,NULL,NULL,NULL,"₹62 Lac ",1984,1,1220.00,6200000,NULL
"2 BHK Apartment for Sale in Shiv Shrungal Solitaire, VIP Road Surat","Super Area","1220 sqft",Resale,"Ready to Move","13 out of 15",Unfurnished,NULL,NULL,"₹4,262 per sqft ","₹52 Lac ",1897,1,1220.00,5200000,4262
"2 BHK Apartment for Sale in Shiv Shrungal Solitaire, VIP Road Surat","Super Area","1220 sqft",Resale,"Ready to Move","9 out of 14",Furnished,NULL,NULL,"₹5,082 per sqft ","₹62 Lac ",1844,1,1220.00,6200000,5082
